ProjectName,ProjectVersion,IssueTracker,URL,Severity
Cli,15,jira,https://issues.apache.org/jira/browse/CLI-158,High
Cli,16,jira,https://issues.apache.org/jira/browse/CLI-123,Low
Cli,17,jira,https://issues.apache.org/jira/browse/CLI-163,High
Cli,18,jira,https://issues.apache.org/jira/browse/CLI-164,High
Cli,19,jira,https://issues.apache.org/jira/browse/CLI-164,High
Cli,20,jira,https://issues.apache.org/jira/browse/CLI-165,High
Cli,21,jira,https://issues.apache.org/jira/browse/CLI-150,High
Cli,22,jira,https://issues.apache.org/jira/browse/CLI-1,High
Cli,23,jira,https://issues.apache.org/jira/browse/CLI-162,High
Cli,24,jira,https://issues.apache.org/jira/browse/CLI-162,High
Cli,25,jira,https://issues.apache.org/jira/browse/CLI-162,High
Cli,26,jira,https://issues.apache.org/jira/browse/CLI-177,Low
Cli,27,jira,https://issues.apache.org/jira/browse/CLI-182,High
Cli,28,jira,https://issues.apache.org/jira/browse/CLI-201,Low
Cli,29,jira,https://issues.apache.org/jira/browse/CLI-185,High
Cli,30,jira,https://issues.apache.org/jira/browse/CLI-203,Low
Cli,31,jira,https://issues.apache.org/jira/browse/CLI-205,Low
Cli,32,jira,https://issues.apache.org/jira/browse/CLI-193,Critical
Cli,33,jira,https://issues.apache.org/jira/browse/CLI-207,High
Cli,34,jira,https://issues.apache.org/jira/browse/CLI-215,Low
Cli,35,jira,https://issues.apache.org/jira/browse/CLI-252,High
Cli,36,jira,https://issues.apache.org/jira/browse/CLI-266,High
Cli,37,jira,https://issues.apache.org/jira/browse/CLI-265,High
Cli,38,jira,https://issues.apache.org/jira/browse/CLI-265,High
Cli,39,jira,https://issues.apache.org/jira/browse/CLI-274,Low
Cli,40,jira,https://issues.apache.org/jira/browse/CLI-282,Low
Closure,1,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-253.json,Medium
Closure,2,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-884.json,Medium
Closure,3,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-864.json,High
Closure,4,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-873.json,Medium
Closure,5,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-851.json,High
Closure,6,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-635.json,Medium
Closure,7,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-841.json,Medium
Closure,8,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-820.json,Medium
Closure,9,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-824.json,Medium
Closure,10,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-821.json,High
Closure,11,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-810.json,Medium
Closure,12,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-794.json,High
Closure,13,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-787.json,Medium
Closure,14,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-779.json,Medium
Closure,15,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-773.json,Medium
Closure,16,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-772.json,Medium
Closure,17,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-688.json,Medium
Closure,18,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-768.json,Medium
Closure,19,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-769.json,Medium
Closure,20,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-759.json,Medium
Closure,21,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-753.json,Medium
Closure,22,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-753.json,Medium
Closure,23,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-747.json,Medium
Closure,24,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-737.json,Medium
Closure,25,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-729.json,Medium
Closure,26,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-732.json,Medium
Closure,27,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-727.json,Medium
Closure,28,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-728.json,Medium
Closure,29,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-724.json,High
Closure,30,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-698.json,Medium
Closure,31,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-703.json,Medium
Closure,32,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-701.json,Medium
Closure,33,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-700.json,Medium
Closure,34,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-691.json,Medium
Closure,35,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-669.json,Medium
Closure,36,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-668.json,Medium
Closure,37,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-663.json,Medium
Closure,38,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-657.json,Medium
Closure,39,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-643.json,Medium
Closure,40,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-284.json,Medium
Closure,41,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-368.json,Medium
Closure,42,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-644.json,Medium
Closure,43,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-314.json,Medium
Closure,44,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-620.json,Medium
Closure,45,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-618.json,High
Closure,46,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-603.json,Medium
Closure,47,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-575.json,Medium
Closure,48,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-586.json,Medium
Closure,49,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-539.json,Low
Closure,50,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-558.json,Low
Closure,51,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-582.json,Medium
Closure,52,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-569.json,Medium
Closure,53,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-545.json,Medium
Closure,54,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-537.json,Medium
Closure,55,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-538.json,Medium
Closure,56,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-511.json,Medium
Closure,57,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-530.json,Medium
Closure,58,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-528.json,Medium
Closure,59,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-521.json,Medium
Closure,60,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-504.json,Medium
Closure,61,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-501.json,Medium
Closure,62,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-487.json,Medium
Closure,64,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-489.json,Medium
Closure,65,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-486.json,Medium
Closure,66,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-482.json,Medium
Closure,67,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-459.json,Medium
Closure,68,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-477.json,Medium
Closure,69,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-440.json,Medium
Closure,70,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-433.json,Medium
Closure,71,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-254.json,Medium
Closure,72,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-435.json,Medium
Closure,73,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-416.json,Medium
Closure,74,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-413.json,Medium
Closure,75,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-395.json,Medium
Closure,76,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-384.json,Medium
Closure,77,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-383.json,High
Closure,78,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-381.json,Medium
Closure,79,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-367.json,High
Closure,80,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-364.json,High
Closure,81,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-251.json,Medium
Closure,82,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-301.json,Medium
Closure,83,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-319.json,Medium
Closure,84,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-215.json,Medium
Closure,85,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-311.json,High
Closure,86,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-303.json,Critical
Closure,87,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-291.json,Medium
Closure,88,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-297.json,High
Closure,89,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-289.json,Medium
Closure,90,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-274.json,Medium
Closure,91,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-248.json,Medium
Closure,92,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-261.json,Medium
Closure,94,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-255.json,Medium
Closure,95,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-66.json,Medium
Closure,96,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-229.json,Medium
Closure,97,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-200.json,High
Closure,98,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-174.json,High
Closure,99,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-125.json,Medium
Closure,100,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-144.json,Medium
Closure,101,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-130.json,Medium
Closure,102,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-115.json,Medium
Closure,103,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-113.json,Medium
Closure,104,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-114.json,Medium
Closure,105,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-106.json,Medium
Closure,106,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-19.json,Medium
Closure,107,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1135.json,Medium
Closure,108,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1144.json,Medium
Closure,109,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1105.json,Medium
Closure,110,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1111.json,Medium
Closure,111,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1114.json,Medium
Closure,112,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1058.json,Medium
Closure,113,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1079.json,Medium
Closure,114,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1085.json,Medium
Closure,115,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1101.json,Medium
Closure,116,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1101.json,Medium
Closure,117,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1047.json,Medium
Closure,118,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1024.json,Medium
Closure,119,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1070.json,Low
Closure,120,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1053.json,Medium
Closure,121,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1053.json,Medium
Closure,122,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1037.json,Medium
Closure,123,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1033.json,Medium
Closure,124,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1017.json,Medium
Closure,125,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1002.json,Medium
Closure,126,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-936.json,Medium
Closure,127,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-936.json,Medium
Closure,128,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-942.json,Medium
Closure,129,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-937.json,Medium
Closure,130,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-931.json,Medium
Closure,131,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-921.json,Medium
Closure,132,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-925.json,Medium
Closure,133,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-919.json,Medium
Closure,134,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-86.json,Medium
Closure,135,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-59.json,Medium
Closure,136,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-103.json,Medium
Closure,137,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-124.json,Medium
Closure,138,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-124.json,Medium
Closure,139,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-33.json,Medium
Closure,140,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-126.json,
Closure,141,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-116.json,Medium
Closure,142,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-58.json,Medium
Closure,143,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-139.json,Medium
Closure,144,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-143.json,Medium
Closure,145,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-190.json,High
Closure,146,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-172.json,Medium
Closure,147,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-182.json,Medium
Closure,148,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-196.json,Medium
Closure,149,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-205.json,Medium
Closure,150,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-61.json,Medium
Closure,151,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-74.json,Medium
Closure,152,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-268.json,Medium
Closure,153,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-290.json,Medium
Closure,154,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-204.json,Medium
Closure,155,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-378.json,Medium
Closure,156,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-389.json,Medium
Closure,157,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-347.json,Medium
Closure,158,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-407.json,Medium
Closure,159,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-423.json,Medium
Closure,160,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-467.json,Medium
Closure,161,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-522.json,Medium
Closure,162,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-548.json,Medium
Closure,163,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-600.json,High
Closure,164,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-634.json,Medium
Closure,165,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-725.json,Medium
Closure,166,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-785.json,Medium
Closure,167,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-783.json,Medium
Closure,168,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-726.json,Medium
Closure,169,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-791.json,Medium
Closure,170,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-965.json,Medium
Closure,171,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1023.json,Medium
Closure,172,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1042.json,Medium
Closure,173,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1062.json,Medium
Closure,174,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1103.json,Medium
Closure,175,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1101.json,Medium
Closure,176,googleapis,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1056.json,Medium
Codec,1,jira,https://issues.apache.org/jira/browse/CODEC-65,High
Codec,2,jira,https://issues.apache.org/jira/browse/CODEC-77,High
Codec,3,jira,https://issues.apache.org/jira/browse/CODEC-84,Low
Codec,4,jira,https://issues.apache.org/jira/browse/CODEC-89,High
Codec,5,jira,https://issues.apache.org/jira/browse/CODEC-98,Critical
Codec,6,jira,https://issues.apache.org/jira/browse/CODEC-101,High
Codec,7,jira,https://issues.apache.org/jira/browse/CODEC-99,High
Codec,8,jira,https://issues.apache.org/jira/browse/CODEC-105,High
Codec,9,jira,https://issues.apache.org/jira/browse/CODEC-112,Low
Codec,10,jira,https://issues.apache.org/jira/browse/CODEC-117,High
Codec,11,jira,https://issues.apache.org/jira/browse/CODEC-121,High
Codec,12,jira,https://issues.apache.org/jira/browse/CODEC-130,Low
Codec,13,jira,https://issues.apache.org/jira/browse/CODEC-184,High
Codec,14,jira,https://issues.apache.org/jira/browse/CODEC-187,Low
Codec,15,jira,https://issues.apache.org/jira/browse/CODEC-199,High
Codec,16,jira,https://issues.apache.org/jira/browse/CODEC-200,Low
Codec,17,jira,https://issues.apache.org/jira/browse/CODEC-229,High
Codec,18,jira,https://issues.apache.org/jira/browse/CODEC-231,High
Collections,25,jira,https://issues.apache.org/jira/browse/COLLECTIONS-566,High
Collections,26,jira,https://issues.apache.org/jira/browse/COLLECTIONS-576,High
Collections,27,jira,https://issues.apache.org/jira/browse/COLLECTIONS-580,High
Collections,28,jira,https://issues.apache.org/jira/browse/COLLECTIONS-586,High
Compress,1,jira,https://issues.apache.org/jira/browse/COMPRESS-28,High
Compress,2,jira,https://issues.apache.org/jira/browse/COMPRESS-11,High
Compress,3,jira,https://issues.apache.org/jira/browse/COMPRESS-64,High
Compress,4,jira,https://issues.apache.org/jira/browse/COMPRESS-64,High
Compress,5,jira,https://issues.apache.org/jira/browse/COMPRESS-87,High
Compress,6,jira,https://issues.apache.org/jira/browse/COMPRESS-94,High
Compress,7,jira,https://issues.apache.org/jira/browse/COMPRESS-114,High
Compress,8,jira,https://issues.apache.org/jira/browse/COMPRESS-113,High
Compress,9,jira,https://issues.apache.org/jira/browse/COMPRESS-160,High
Compress,10,jira,https://issues.apache.org/jira/browse/COMPRESS-164,High
Compress,11,jira,https://issues.apache.org/jira/browse/COMPRESS-171,High
Compress,12,jira,https://issues.apache.org/jira/browse/COMPRESS-178,High
Compress,13,jira,https://issues.apache.org/jira/browse/COMPRESS-176,High
Compress,14,jira,https://issues.apache.org/jira/browse/COMPRESS-181,High
Compress,15,jira,https://issues.apache.org/jira/browse/COMPRESS-187,High
Compress,16,jira,https://issues.apache.org/jira/browse/COMPRESS-191,Low
Compress,17,jira,https://issues.apache.org/jira/browse/COMPRESS-197,High
Compress,18,jira,https://issues.apache.org/jira/browse/COMPRESS-203,High
Compress,19,jira,https://issues.apache.org/jira/browse/COMPRESS-228,High
Compress,20,jira,https://issues.apache.org/jira/browse/COMPRESS-236,High
Compress,21,jira,https://issues.apache.org/jira/browse/COMPRESS-252,Critical
Compress,22,jira,https://issues.apache.org/jira/browse/COMPRESS-253,Low
Compress,23,jira,https://issues.apache.org/jira/browse/COMPRESS-256,Low
