,ProjectName,ProjectVersion,IssueTracker,URL,Priority,ClassName,StartLine,EndLine,SourceCode
10,Cli,1,jira,https://issues.apache.org/jira/browse/CLI-13,High,src/java/org/apache/commons/cli/CommandLine.java,146,156,"/**
 * Retrieves the array of values, if any, of an option.
 *
 * @param opt string name of the option
 * @return Values of the argument if option is set, and has an argument,
 * otherwise null.
 */
public String[] getOptionValues(String opt) {
    Option key = resolveOption(opt);
    if (options.contains(key)) {
        return key.getValues();
    }
    return null;
}"
11,Cli,1,jira,https://issues.apache.org/jira/browse/CLI-13,High,src/java/org/apache/commons/cli/CommandLine.java,163,180,"/**
 * <p>Retrieves the option object given the long or short option as a String</p>
 * @param opt short or long name of the option
 * @return Canonicalized option
 */
private Option resolveOption(String opt) {
    opt = Util.stripLeadingHyphens(opt);
    for (Iterator it = options.iterator(); it.hasNext(); ) {
        Option option = (Option) it.next();
        if (opt.equals(option.getOpt())) {
            return option;
        }
        if (opt.equals(option.getLongOpt())) {
            return option;
        }
    }
    return null;
}"
12,Cli,1,jira,https://issues.apache.org/jira/browse/CLI-13,High,src/java/org/apache/commons/cli/CommandLine.java,286,289,"/**
 * Add an option to the command line.  The values of
 * the option are stored.
 *
 * @param opt the processed option
 */
void addOption(Option opt) {
    options.add(opt);
}"
13,Cli,1,jira,https://issues.apache.org/jira/browse/CLI-13,High,src/java/org/apache/commons/cli/CommandLine.java,297,300,"/**
 * Returns an iterator over the Option members of CommandLine.
 *
 * @return an <code>Iterator</code> over the processed {@link Option}
 * members of this {@link CommandLine}
 */
public Iterator iterator() {
    return options.iterator();
}"
14,Cli,1,jira,https://issues.apache.org/jira/browse/CLI-13,High,src/java/org/apache/commons/cli/CommandLine.java,307,316,"/**
 * Returns an array of the processed {@link Option}s.
 *
 * @return an array of the processed {@link Option}s.
 */
public Option[] getOptions() {
    Collection processed = options;
    // reinitialise array
    Option[] optionsArray = new Option[processed.size()];
    // return the array
    return (Option[]) processed.toArray(optionsArray);
}"
15,Cli,2,jira,https://issues.apache.org/jira/browse/CLI-51,Critical,src/java/org/apache/commons/cli/PosixParser.java,278,309,"/**
 * <p>Breaks <code>token</code> into its constituent parts
 * using the following algorithm.
 * <ul>
 *  <li>ignore the first character (""<b>-</b>"")</li>
 *  <li>foreach remaining character check if an {@link Option}
 *  exists with that id.</li>
 *  <li>if an {@link Option} does exist then add that character
 *  prepended with ""<b>-</b>"" to the list of processed tokens.</li>
 *  <li>if the {@link Option} can have an argument value and there
 *  are remaining characters in the token then add the remaining
 *  characters as a token to the list of processed tokens.</li>
 *  <li>if an {@link Option} does <b>NOT</b> exist <b>AND</b>
 *  <code>stopAtNonOption</code> <b>IS</b> set then add the special token
 *  ""<b>--</b>"" followed by the remaining characters and also
 *  the remaining tokens directly to the processed tokens list.</li>
 *  <li>if an {@link Option} does <b>NOT</b> exist <b>AND</b>
 *  <code>stopAtNonOption</code> <b>IS NOT</b> set then add that
 *  character prepended with ""<b>-</b>"".</li>
 * </ul>
 * </p>
 *
 * @param token The current token to be <b>burst</b>
 * @param stopAtNonOption Specifies whether to stop processing
 * at the first non-Option encountered.
 */
protected void burstToken(String token, boolean stopAtNonOption) {
    int tokenLength = token.length();
    for (int i = 1; i < tokenLength; i++) {
        String ch = String.valueOf(token.charAt(i));
        boolean hasOption = options.hasOption(ch);
        if (hasOption) {
            tokens.add(""-"" + ch);
            currentOption = options.getOption(ch);
            if (currentOption.hasArg() && (token.length() != (i + 1))) {
                tokens.add(token.substring(i + 1));
                break;
            }
        } else if (stopAtNonOption) {
            process(token.substring(i));
        } else {
            tokens.add(token);
            break;
        }
    }
}"
16,Cli,3,jira,https://issues.apache.org/jira/browse/CLI-1,High,src/java/org/apache/commons/cli/TypeHandler.java,157,179,"/**
 * <p>Create a number from a String. If a . is present, it creates a
 *    Double, otherwise a Long. </p>
 *
 * @param str the value
 * @return the number represented by <code>str</code>, if <code>str</code>
 * is not a number, null is returned.
 */
public static Number createNumber(String str) {
    try {
        if (str != null) {
            if (str.indexOf('.') != -1) {
                return Double.valueOf(str);
            } else {
                return Long.valueOf(str);
            }
        }
    } catch (NumberFormatException nfe) {
        System.err.println(nfe.getMessage());
    }
    return null;
}"
17,Cli,4,jira,https://issues.apache.org/jira/browse/CLI-1,High,src/java/org/apache/commons/cli/Parser.java,290,311,"/**
 * <p>Throws a {@link MissingOptionException} if all of the
 * required options are no present.</p>
 *
 * @throws MissingOptionException if any of the required Options
 * are not present.
 */
private void checkRequiredOptions() throws MissingOptionException {
    // processsed
    if (requiredOptions.size() > 0) {
        Iterator iter = requiredOptions.iterator();
        StringBuffer buff = new StringBuffer(""Missing required option"");
        buff.append(requiredOptions.size() == 1 ? """" : ""s"");
        buff.append("": "");
        // loop through the required options
        while (iter.hasNext()) {
            buff.append(iter.next());
        }
        throw new MissingOptionException(buff.toString());
    }
}"
18,Cli,5,jira,https://issues.apache.org/jira/browse/CLI-133,Low,src/java/org/apache/commons/cli/Util.java,34,49,"/**
 * <p>Remove the hyphens from the begining of <code>str</code> and
 * return the new String.</p>
 *
 * @param str The string from which the hyphens should be removed.
 *
 * @return the new String.
 */
static String stripLeadingHyphens(String str) {
    if (str == null) {
        return null;
    }
    if (str.startsWith(""--"")) {
        return str.substring(2, str.length());
    } else if (str.startsWith(""-"")) {
        return str.substring(1, str.length());
    }
    return str;
}"
19,Cli,8,jira,https://issues.apache.org/jira/browse/CLI-151,High,src/java/org/apache/commons/cli/HelpFormatter.java,792,823,"/**
 * <p>Render the specified text and return the rendered Options
 * in a StringBuffer.</p>
 *
 * @param sb The StringBuffer to place the rendered text into.
 * @param width The number of characters to display per line
 * @param nextLineTabStop The position on the next line for the first tab.
 * @param text The text to be rendered.
 *
 * @return the StringBuffer with the rendered Options contents.
 */
protected StringBuffer renderWrappedText(StringBuffer sb, int width, int nextLineTabStop, String text) {
    int pos = findWrapPos(text, width, 0);
    if (pos == -1) {
        sb.append(rtrim(text));
        return sb;
    }
    sb.append(rtrim(text.substring(0, pos))).append(defaultNewLine);
    // all following lines must be padded with nextLineTabStop space
    // characters
    final String padding = createPadding(nextLineTabStop);
    while (true) {
        text = padding + text.substring(pos).trim();
        pos = findWrapPos(text, width, 0);
        if (pos == -1) {
            sb.append(text);
            return sb;
        }
        sb.append(rtrim(text.substring(0, pos))).append(defaultNewLine);
    }
}"
20,Cli,9,jira,https://issues.apache.org/jira/browse/CLI-149,High,src/java/org/apache/commons/cli/Parser.java,303,325,"/**
 * <p>Throws a {@link MissingOptionException} if all of the
 * required options are no present.</p>
 *
 * @throws MissingOptionException if any of the required Options
 * are not present.
 */
protected void checkRequiredOptions() throws MissingOptionException {
    // processsed
    if (getRequiredOptions().size() > 0) {
        Iterator iter = getRequiredOptions().iterator();
        StringBuffer buff = new StringBuffer(""Missing required option"");
        buff.append(getRequiredOptions().size() == 1 ? """" : ""s"");
        buff.append("": "");
        // loop through the required options
        while (iter.hasNext()) {
            buff.append(iter.next());
            buff.append("", "");
        }
        throw new MissingOptionException(buff.substring(0, buff.length() - 2));
    }
}"
21,Cli,10,jira,https://issues.apache.org/jira/browse/CLI-156,Low,src/java/org/apache/commons/cli/Parser.java,45,48,"protected void setOptions(final Options options) {
    this.options = options;
    this.requiredOptions = new ArrayList(options.getRequiredOptions());
}"
22,Cli,11,jira,https://issues.apache.org/jira/browse/CLI-1,High,src/java/org/apache/commons/cli/HelpFormatter.java,613,642,"/**
 * Appends the usage clause for an Option to a StringBuffer.
 *
 * @param buff the StringBuffer to append to
 * @param option the Option to append
 * @param required whether the Option is required or not
 */
private static void appendOption(final StringBuffer buff, final Option option, final boolean required) {
    if (!required) {
        buff.append(""["");
    }
    if (option.getOpt() != null) {
        buff.append(""-"").append(option.getOpt());
    } else {
        buff.append(""--"").append(option.getLongOpt());
    }
    // if the Option has a value
    if (option.hasArg() && option.hasArgName()) {
        buff.append("" <"").append(option.getArgName()).append("">"");
    }
    // if the Option is not a required option
    if (!required) {
        buff.append(""]"");
    }
}"
23,Cli,12,jira,https://issues.apache.org/jira/browse/CLI-1,High,src/java/org/apache/commons/cli/GnuParser.java,52,115,"/**
 * <p>This flatten method does so using the following rules:
 * <ol>
 *  <li>If an {@link Option} exists for the first character of
 *  the <code>arguments</code> entry <b>AND</b> an {@link Option}
 *  does not exist for the whole <code>argument</code> then
 *  add the first character as an option to the processed tokens
 *  list e.g. ""-D"" and add the rest of the entry to the also.</li>
 *  <li>Otherwise just add the token to the processed tokens list.
 *  </li>
 * </ol>
 * </p>
 *
 * @param options The Options to parse the arguments by.
 * @param arguments The arguments that have to be flattened.
 * @param stopAtNonOption specifies whether to stop
 * flattening when a non option has been encountered
 * @return a String array of the flattened arguments
 */
protected String[] flatten(Options options, String[] arguments, boolean stopAtNonOption) {
    List tokens = new ArrayList();
    boolean eatTheRest = false;
    for (int i = 0; i < arguments.length; i++) {
        String arg = arguments[i];
        if (""--"".equals(arg)) {
            eatTheRest = true;
            tokens.add(""--"");
        } else if (""-"".equals(arg)) {
            tokens.add(""-"");
        } else if (arg.startsWith(""-"")) {
            String opt = Util.stripLeadingHyphens(arg);
            if (options.hasOption(opt)) {
                tokens.add(arg);
            } else {
                if (opt.indexOf('=') != -1 && options.hasOption(opt.substring(0, opt.indexOf('=')))) {
                    // the format is --foo=value or -foo=value
                    // --foo
                    tokens.add(arg.substring(0, arg.indexOf('=')));
                    // value
                    tokens.add(arg.substring(arg.indexOf('=') + 1));
                } else if (options.hasOption(arg.substring(0, 2))) {
                    // the format is a special properties option (-Dproperty=value)
                    // -D
                    tokens.add(arg.substring(0, 2));
                    // property=value
                    tokens.add(arg.substring(2));
                } else {
                    eatTheRest = stopAtNonOption;
                    tokens.add(arg);
                }
            }
        } else {
            tokens.add(arg);
        }
        if (eatTheRest) {
            for (i++; i < arguments.length; i++) {
                tokens.add(arguments[i]);
            }
        }
    }
    return (String[]) tokens.toArray(new String[tokens.size()]);
}"
24,Cli,13,jira,https://issues.apache.org/jira/browse/CLI-61,High,src/java/org/apache/commons/cli2/WriteableCommandLine.java,47,47,"/**
 * Retrieves the Argument values specified on the command line for the
 * specified Option, this doesn't return any values supplied
 * programmatically as defaults.
 *
 * @param option the Option associated with the values
 * @return a list of values or an empty List if none are found
 */
List getUndefaultedValues(final Option option);"
25,Cli,13,jira,https://issues.apache.org/jira/browse/CLI-61,High,src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java,132,142,"public List getUndefaultedValues(Option option) {
    // First grab the command line values
    List valueList = (List) values.get(option);
    // Finally use an empty list
    if (valueList == null) {
        valueList = Collections.EMPTY_LIST;
    }
    return valueList;
}"
26,Cli,13,jira,https://issues.apache.org/jira/browse/CLI-61,High,src/java/org/apache/commons/cli2/option/ArgumentImpl.java,139,189,"public void processValues(final WriteableCommandLine commandLine, final ListIterator arguments, final Option option) throws OptionException {
    // count of arguments processed for this option.
    int argumentCount = commandLine.getUndefaultedValues(option).size();
    while (arguments.hasNext() && (argumentCount < maximum)) {
        final String allValuesQuoted = (String) arguments.next();
        final String allValues = stripBoundaryQuotes(allValuesQuoted);
        // should we ignore things that look like options?
        if (allValuesQuoted.equals(consumeRemaining)) {
            while (arguments.hasNext() && (argumentCount < maximum)) {
                ++argumentCount;
                commandLine.addValue(option, arguments.next());
            }
        } else // does it look like an option?
        if (commandLine.looksLikeOption(allValuesQuoted)) {
            arguments.previous();
            break;
        } else // should we split the string up?
        if (subsequentSplit) {
            final StringTokenizer values = new StringTokenizer(allValues, String.valueOf(subsequentSeparator));
            arguments.remove();
            while (values.hasMoreTokens() && (argumentCount < maximum)) {
                ++argumentCount;
                final String token = values.nextToken();
                commandLine.addValue(option, token);
                arguments.add(token);
            }
            if (values.hasMoreTokens()) {
                throw new OptionException(option, ResourceConstants.ARGUMENT_UNEXPECTED_VALUE, values.nextToken());
            }
        } else // it must be a value as it is
        {
            ++argumentCount;
            commandLine.addValue(option, allValues);
        }
    }
}"
27,Cli,14,jira,https://issues.apache.org/jira/browse/CLI-144,High,src/java/org/apache/commons/cli2/option/GroupImpl.java,237,282,"public void validate(final WriteableCommandLine commandLine) throws OptionException {
    // number of options found
    int present = 0;
    // reference to first unexpected option
    Option unexpected = null;
    for (final Iterator i = options.iterator(); i.hasNext(); ) {
        final Option option = (Option) i.next();
        // needs validation?
        boolean validate = option.isRequired() || option instanceof Group;
        // if the child option is present then validate it
        if (commandLine.hasOption(option)) {
            if (++present > maximum) {
                unexpected = option;
                break;
            }
            validate = true;
        }
        if (validate) {
            option.validate(commandLine);
        }
    }
    // too many options
    if (unexpected != null) {
        throw new OptionException(this, ResourceConstants.UNEXPECTED_TOKEN, unexpected.getPreferredName());
    }
    // too few option
    if (present < minimum) {
        throw new OptionException(this, ResourceConstants.MISSING_OPTION);
    }
    // validate each anonymous argument
    for (final Iterator i = anonymous.iterator(); i.hasNext(); ) {
        final Option option = (Option) i.next();
        option.validate(commandLine);
    }
}"
28,Cli,15,jira,https://issues.apache.org/jira/browse/CLI-158,High,src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java,111,139,"public List getValues(final Option option, List defaultValues) {
    // initialize the return list
    List valueList = (List) values.get(option);
    // grab the correct default values
    if (defaultValues == null || defaultValues.isEmpty()) {
        defaultValues = (List) this.defaultValues.get(option);
    }
    // augment the list with the default values
    if (defaultValues != null && !defaultValues.isEmpty()) {
        if (valueList == null || valueList.isEmpty()) {
            valueList = defaultValues;
        } else {
            // the list.
            if (defaultValues.size() > valueList.size()) {
                // copy the list first
                valueList = new ArrayList(valueList);
                for (int i = valueList.size(); i < defaultValues.size(); i++) {
                    valueList.add(defaultValues.get(i));
                }
            }
        }
    }
    return valueList == null ? Collections.EMPTY_LIST : valueList;
}"
29,Cli,16,jira,https://issues.apache.org/jira/browse/CLI-123,Low,src/java/org/apache/commons/cli2/Option.java,206,206,"/**
 * Returns the parent of this option. Options can be organized in a
 * hierarchical manner if they are added to groups. This method can be used
 * for obtaining the parent option of this option. The result may be
 * <b>null</b> if this option does not have a parent.
 *
 * @return the parent of this option
 */
Option getParent();"
30,Cli,16,jira,https://issues.apache.org/jira/browse/CLI-123,Low,src/java/org/apache/commons/cli2/Option.java,217,217,"/**
 * Sets the parent of this option. This method is called when the option is
 * added to a group. Storing the parent of an option makes it possible to
 * keep track of hierarchical relations between options. For instance, if an
 * option is identified while parsing a command line, the group this option
 * belongs to can also be added to the command line.
 *
 * @param parent the parent option
 */
void setParent(Option parent);"
31,Cli,16,jira,https://issues.apache.org/jira/browse/CLI-123,Low,src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java,65,79,"public void addOption(Option option) {
    options.add(option);
    nameToOption.put(option.getPreferredName(), option);
    for (Iterator i = option.getTriggers().iterator(); i.hasNext(); ) {
        nameToOption.put(i.next(), option);
    }
    // ensure that all parent options are also added
    Option parent = option.getParent();
    while (parent != null && !options.contains(parent)) {
        options.add(parent);
        parent = parent.getParent();
    }
}"
32,Cli,16,jira,https://issues.apache.org/jira/browse/CLI-123,Low,src/java/org/apache/commons/cli2/option/OptionImpl.java,129,131,"public Option getParent() {
    return parent;
}"
33,Cli,16,jira,https://issues.apache.org/jira/browse/CLI-123,Low,src/java/org/apache/commons/cli2/option/OptionImpl.java,133,135,"public void setParent(Option parent) {
    this.parent = parent;
}"
