,ProjectName,ProjectVersion,IssueTracker,URL,Priority,ClassName,StartLine,EndLine,SourceCode
10,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1051_25cf3ccd,Trivial,core/src/main/java/org/apache/accumulo/core/security/Authorizations.java,213,218,"public int hashCode() {
    int result = 0;
    for (ByteSequence b : auths) result += b.hashCode();
    return result;
}",,
11,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1120_474b2577,Blocker,core/src/main/java/org/apache/accumulo/core/cli/ClientOpts.java,112,120,"public SecurityToken getToken() {
    PasswordToken pt = new PasswordToken();
    if (securePassword == null) {
        if (password == null)
            return null;
        return pt.setPassword(password.value);
    }
    return pt.setPassword(securePassword.value);
}",,
12,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1183_742960f1,Minor,proxy/src/main/java/org/apache/accumulo/proxy/ProxyServer.java,785,843,"@Override
public String createBatchScanner(ByteBuffer login, String tableName, BatchScanOptions opts) throws TException {
    try {
        Connector connector = getConnector(login);
        int threads = 10;
        Authorizations auth;
        if (opts != null && opts.isSetAuthorizations()) {
            auth = getAuthorizations(opts.authorizations);
        } else {
            auth = connector.securityOperations().getUserAuthorizations(connector.whoami());
        }
        if (opts != null && opts.threads > 0)
            threads = opts.threads;
        BatchScanner scanner = connector.createBatchScanner(tableName, auth, threads);
        if (opts != null) {
            if (opts.iterators != null) {
                for (org.apache.accumulo.proxy.thrift.IteratorSetting iter : opts.iterators) {
                    IteratorSetting is = new IteratorSetting(iter.getPriority(), iter.getName(), iter.getIteratorClass(), iter.getProperties());
                    scanner.addScanIterator(is);
                }
            }
            ArrayList<Range> ranges = new ArrayList<Range>();
            if (opts.ranges == null) {
                ranges.add(new Range());
            } else {
                for (org.apache.accumulo.proxy.thrift.Range range : opts.ranges) {
                    Range aRange = new Range(range.getStart() == null ? null : Util.fromThrift(range.getStart()), true, range.getStop() == null ? null : Util.fromThrift(range.getStop()), false);
                    ranges.add(aRange);
                }
            }
            scanner.setRanges(ranges);
            if (opts.columns != null) {
                for (ScanColumn col : opts.columns) {
                    if (col.isSetColQualifier())
                        scanner.fetchColumn(ByteBufferUtil.toText(col.colFamily), ByteBufferUtil.toText(col.colQualifier));
                    else
                        scanner.fetchColumnFamily(ByteBufferUtil.toText(col.colFamily));
                }
            }
        }
        UUID uuid = UUID.randomUUID();
        ScannerPlusIterator spi = new ScannerPlusIterator();
        spi.scanner = scanner;
        spi.iterator = scanner.iterator();
        scannerCache.put(uuid, spi);
        return uuid.toString();
    } catch (Exception e) {
        throw translateException(e);
    }
}",,
13,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1183_cfbf5999,Minor,proxy/src/main/java/org/apache/accumulo/proxy/ProxyServer.java,785,843,"@Override
public String createBatchScanner(ByteBuffer login, String tableName, BatchScanOptions opts) throws TException {
    try {
        Connector connector = getConnector(login);
        int threads = 10;
        Authorizations auth;
        if (opts != null && opts.isSetAuthorizations()) {
            auth = getAuthorizations(opts.authorizations);
        } else {
            auth = connector.securityOperations().getUserAuthorizations(connector.whoami());
        }
        if (opts != null && opts.threads > 0)
            threads = opts.threads;
        BatchScanner scanner = connector.createBatchScanner(tableName, auth, threads);
        if (opts != null) {
            if (opts.iterators != null) {
                for (org.apache.accumulo.proxy.thrift.IteratorSetting iter : opts.iterators) {
                    IteratorSetting is = new IteratorSetting(iter.getPriority(), iter.getName(), iter.getIteratorClass(), iter.getProperties());
                    scanner.addScanIterator(is);
                }
            }
            ArrayList<Range> ranges = new ArrayList<Range>();
            if (opts.ranges == null) {
                ranges.add(new Range());
            } else {
                for (org.apache.accumulo.proxy.thrift.Range range : opts.ranges) {
                    Range aRange = new Range(range.getStart() == null ? null : Util.fromThrift(range.getStart()), true, range.getStop() == null ? null : Util.fromThrift(range.getStop()), false);
                    ranges.add(aRange);
                }
            }
            scanner.setRanges(ranges);
            if (opts.columns != null) {
                for (ScanColumn col : opts.columns) {
                    if (col.isSetColQualifier())
                        scanner.fetchColumn(ByteBufferUtil.toText(col.colFamily), ByteBufferUtil.toText(col.colQualifier));
                    else
                        scanner.fetchColumnFamily(ByteBufferUtil.toText(col.colFamily));
                }
            }
        }
        UUID uuid = UUID.randomUUID();
        ScannerPlusIterator spi = new ScannerPlusIterator();
        spi.scanner = scanner;
        spi.iterator = scanner.iterator();
        scannerCache.put(uuid, spi);
        return uuid.toString();
    } catch (Exception e) {
        throw translateException(e);
    }
}",,
14,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,Minor,proxy/src/main/java/org/apache/accumulo/proxy/ProxyServer.java,113,123,"@Override
public void onRemoval(RemovalNotification<UUID, BatchWriterPlusException> notification) {
    try {
        BatchWriterPlusException value = notification.getValue();
        if (value.exception != null)
            throw value.exception;
        notification.getValue().writer.close();
    } catch (MutationsRejectedException e) {
        logger.warn(e, e);
    }
}",,
15,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,Minor,proxy/src/main/java/org/apache/accumulo/proxy/ProxyServer.java,912,924,"@Override
public void updateAndFlush(ByteBuffer login, String tableName, Map<ByteBuffer, List<ColumnUpdate>> cells) throws TException {
    try {
        BatchWriterPlusException bwpe = getWriter(login, tableName, null);
        addCellsToWriter(cells, bwpe);
        if (bwpe.exception != null)
            throw bwpe.exception;
        bwpe.writer.flush();
        bwpe.writer.close();
    } catch (Exception e) {
        throw translateException(e);
    }
}",,
16,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,Minor,proxy/src/main/java/org/apache/accumulo/proxy/ProxyServer.java,928,969,"private void addCellsToWriter(Map<ByteBuffer, List<ColumnUpdate>> cells, BatchWriterPlusException bwpe) throws MutationsRejectedException {
    if (bwpe.exception != null)
        return;
    HashMap<Text, ColumnVisibility> vizMap = new HashMap<Text, ColumnVisibility>();
    for (Entry<ByteBuffer, List<ColumnUpdate>> entry : cells.entrySet()) {
        Mutation m = new Mutation(ByteBufferUtil.toBytes(entry.getKey()));
        for (ColumnUpdate update : entry.getValue()) {
            ColumnVisibility viz = EMPTY_VIS;
            if (update.isSetColVisibility()) {
                Text vizText = new Text(update.getColVisibility());
                viz = vizMap.get(vizText);
                if (viz == null) {
                    vizMap.put(vizText, viz = new ColumnVisibility(vizText));
                }
            }
            byte[] value = new byte[0];
            if (update.isSetValue())
                value = update.getValue();
            if (update.isSetTimestamp()) {
                if (update.isSetDeleteCell()) {
                    m.putDelete(update.getColFamily(), update.getColQualifier(), viz, update.getTimestamp());
                } else {
                    if (update.isSetDeleteCell()) {
                        m.putDelete(update.getColFamily(), update.getColQualifier(), viz, update.getTimestamp());
                    } else {
                        m.put(update.getColFamily(), update.getColQualifier(), viz, update.getTimestamp(), value);
                    }
                }
            } else {
                m.put(update.getColFamily(), update.getColQualifier(), viz, value);
            }
        }
        try {
            bwpe.writer.addMutation(m);
        } catch (MutationsRejectedException mre) {
            bwpe.exception = mre;
        }
    }
}",,
17,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,Minor,proxy/src/main/java/org/apache/accumulo/proxy/ProxyServer.java,971,981,"@Override
public String createWriter(ByteBuffer login, String tableName, WriterOptions opts) throws TException {
    try {
        BatchWriterPlusException writer = getWriter(login, tableName, opts);
        UUID uuid = UUID.randomUUID();
        writerCache.put(uuid, writer);
        return uuid.toString();
    } catch (Exception e) {
        throw translateException(e);
    }
}",,
18,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,Minor,proxy/src/main/java/org/apache/accumulo/proxy/ProxyServer.java,983,994,"@Override
public void update(String writer, Map<ByteBuffer, List<ColumnUpdate>> cells) throws TException {
    try {
        BatchWriterPlusException bwpe = writerCache.getIfPresent(UUID.fromString(writer));
        if (bwpe == null) {
            throw new UnknownWriter(""Writer never existed or no longer exists"");
        }
        addCellsToWriter(cells, bwpe);
    } catch (Exception e) {
        throw translateException(e);
    }
}",,
19,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,Minor,proxy/src/main/java/org/apache/accumulo/proxy/ProxyServer.java,996,1009,"@Override
public void flush(String writer) throws TException {
    try {
        BatchWriterPlusException bwpe = writerCache.getIfPresent(UUID.fromString(writer));
        if (bwpe == null) {
            throw new UnknownWriter(""Writer never existed or no longer exists"");
        }
        if (bwpe.exception != null)
            throw bwpe.exception;
        bwpe.writer.flush();
    } catch (Exception e) {
        throw translateException(e);
    }
}",,
20,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,Minor,proxy/src/main/java/org/apache/accumulo/proxy/ProxyServer.java,1011,1025,"@Override
public void closeWriter(String writer) throws TException {
    try {
        BatchWriterPlusException bwpe = writerCache.getIfPresent(UUID.fromString(writer));
        if (bwpe == null) {
            throw new UnknownWriter(""Writer never existed or no longer exists"");
        }
        if (bwpe.exception != null)
            throw bwpe.exception;
        bwpe.writer.close();
        writerCache.invalidate(UUID.fromString(writer));
    } catch (Exception e) {
        throw translateException(e);
    }
}",,
21,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,Minor,proxy/src/main/java/org/apache/accumulo/proxy/ProxyServer.java,1027,1042,"private BatchWriterPlusException getWriter(ByteBuffer login, String tableName, WriterOptions opts) throws Exception {
    BatchWriterConfig cfg = new BatchWriterConfig();
    if (opts != null) {
        if (opts.maxMemory != 0)
            cfg.setMaxMemory(opts.maxMemory);
        if (opts.threads != 0)
            cfg.setMaxWriteThreads(opts.threads);
        if (opts.timeoutMs != 0)
            cfg.setTimeout(opts.timeoutMs, TimeUnit.MILLISECONDS);
        if (opts.latencyMs != 0)
            cfg.setMaxLatency(opts.latencyMs, TimeUnit.MILLISECONDS);
    }
    BatchWriterPlusException result = new BatchWriterPlusException();
    result.writer = getConnector(login).createBatchWriter(tableName, cfg);
    return result;
}",,
22,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,Minor,proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java,185,185,"public void update(String writer, Map<ByteBuffer, List<ColumnUpdate>> cells) throws org.apache.thrift.TException;",,
23,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,Minor,proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java,2361,2364,"public void update(String writer, Map<ByteBuffer, List<ColumnUpdate>> cells) throws org.apache.thrift.TException {
    send_update(writer, cells);
}",,
24,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,Minor,proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java,4997,5003,"public void getResult() throws org.apache.thrift.TException {
    if (getState() != org.apache.thrift.async.TAsyncMethodCall.State.RESPONSE_READ) {
        throw new IllegalStateException(""Method call not finished!"");
    }
    org.apache.thrift.transport.TMemoryInputTransport memoryTransport = new org.apache.thrift.transport.TMemoryInputTransport(getFrameBuffer().array());
    org.apache.thrift.protocol.TProtocol prot = client.getProtocolFactory().getProtocol(memoryTransport);
}",,
25,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,Minor,proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java,6994,6996,"protected boolean isOneway() {
    return true;
}",,
26,accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,Minor,proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java,6998,7001,"public org.apache.thrift.TBase getResult(I iface, update_args args) throws org.apache.thrift.TException {
    iface.update(args.writer, args.cells);
    return null;
}",,
